time,state,controller_mode,target_z,curr_z,raw_z,height_for_safety,target_vz,curr_vz,thrust,raw_thrust,search_thrust,liftoff_thrust,hover_thrust_est,thrust_no_floor,floor_applied,a_cmd_z,v_cmd_z,z_integral,roll_cmd_deg,pitch_cmd_deg,yaw_cmd_deg,yaw_mocap_deg,mocap_age,kf_used_measurement,mavlink_sent,mav_mode,mav_heartbeat_age,mav_send_count,mav_last_thrust
0.002,THRUST_SEARCH,OPEN_LOOP,-0.0004,-0.00039,-0.00049,-0.00039,0.0,-5e-05,0.58,0.58,0.58,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-171.9631,0.001,True,True,Mode(963497464),0.001,0,
0.012,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00028,-0.00014,-0.00014,0.0,0.00032,0.5805,0.5805,0.5805,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-171.997,0.0061,True,False,Mode(963497464),0.0121,1,0.58
0.023,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00021,-0.0001,-0.0001,0.0,0.0008,0.5809,0.5809,0.5809,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0251,0.008,True,False,Mode(963497464),0.0229,1,0.58
0.034,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00022,-0.00027,-0.00022,0.0,0.00057,0.5814,0.5814,0.5814,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0819,0.004,True,False,Mode(963497464),0.0339,1,0.58
0.044,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00019,-0.00013,-0.00013,0.0,0.00092,0.5818,0.5818,0.5818,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0991,0.006,True,False,Mode(963497464),0.0444,1,0.58
0.055,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00013,1e-05,1e-05,0.0,0.00177,0.5822,0.5822,0.5822,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.1082,0.008,True,True,Mode(963497464),0.0554,1,0.58
0.066,THRUST_SEARCH,OPEN_LOOP,-0.0001,-8e-05,0.0,0.0,0.0,0.00225,0.5827,0.5827,0.5827,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.1302,0.001,True,False,Mode(963497464),0.0664,2,0.5822
0.077,THRUST_SEARCH,OPEN_LOOP,-0.0,-3e-05,2e-05,2e-05,0.0,0.00255,0.5831,0.5831,0.5831,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.115,0.006,True,False,Mode(963497464),0.0774,2,0.5822
0.088,THRUST_SEARCH,OPEN_LOOP,0.0,1e-05,6e-05,6e-05,0.0,0.00279,0.5835,0.5835,0.5835,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.1042,0.0075,True,False,Mode(963497464),0.0879,2,0.5822
0.099,THRUST_SEARCH,OPEN_LOOP,-0.0,-3e-05,-0.00023,-3e-05,0.0,0.00183,0.584,0.584,0.584,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.1323,0.001,True,False,Mode(963497464),0.0989,2,0.5822
0.11,THRUST_SEARCH,OPEN_LOOP,-0.0,-5e-05,-0.00015,-5e-05,0.0,0.0014,0.5844,0.5844,0.5844,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.1029,0.003,True,True,Mode(963497464),0.1098,2,0.5822
0.121,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00011,-0.00033,-0.00011,0.0,0.00057,0.5848,0.5848,0.5848,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0577,0.008,True,False,Mode(963497464),0.1208,3,0.5844
0.132,THRUST_SEARCH,OPEN_LOOP,-0.0,-1e-05,0.00028,0.00028,0.0,0.00152,0.5853,0.5853,0.5853,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0279,0.0013,True,False,Mode(963497464),0.1319,3,0.5844
0.143,THRUST_SEARCH,OPEN_LOOP,0.0003,0.00025,0.00107,0.00107,0.0,0.00392,0.5857,0.5857,0.5857,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.039,0.0031,True,False,Mode(963497464),0.1429,3,0.5844
0.153,THRUST_SEARCH,OPEN_LOOP,0.0005,0.00055,0.00143,0.00143,0.0,0.0062,0.5861,0.5861,0.5861,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0283,0.0045,True,False,Mode(963497464),0.1533,3,0.5844
0.164,THRUST_SEARCH,OPEN_LOOP,0.0009,0.00087,0.00183,0.00183,0.0,0.00841,0.5866,0.5866,0.5866,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0109,0.0006,True,True,Mode(963497464),0.1638,3,0.5844
0.175,THRUST_SEARCH,OPEN_LOOP,0.0012,0.00124,0.00234,0.00234,0.0,0.01068,0.587,0.587,0.587,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0366,0.003,True,False,Mode(963497464),0.1748,4,0.5866
0.186,THRUST_SEARCH,OPEN_LOOP,0.0016,0.00165,0.00287,0.00287,0.0,0.01294,0.5874,0.5874,0.5874,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.0574,0.005,True,False,Mode(963497464),0.1858,4,0.5866
0.197,THRUST_SEARCH,OPEN_LOOP,0.0022,0.00222,0.0041,0.0041,0.0,0.01611,0.5879,0.5879,0.5879,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.1043,0.0069,True,False,Mode(963497464),0.1967,4,0.5866
0.208,THRUST_SEARCH,OPEN_LOOP,0.0029,0.00285,0.00496,0.00496,0.0,0.01933,0.5883,0.5883,0.5883,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.2768,0.003,True,False,Mode(963497464),0.2076,4,0.5866
0.219,THRUST_SEARCH,OPEN_LOOP,0.0035,0.00347,0.00543,0.00543,0.0,0.02207,0.5887,0.5887,0.5887,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.4394,0.005,True,True,Mode(963497464),0.2186,4,0.5866
0.23,THRUST_SEARCH,OPEN_LOOP,0.004,0.00395,0.00515,0.00515,0.0,0.0236,0.5892,0.5892,0.5892,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-172.7478,0.007,True,False,Mode(963497464),0.2296,5,0.5887
0.241,THRUST_SEARCH,OPEN_LOOP,0.0045,0.00449,0.00588,0.00588,0.0,0.02525,0.5896,0.5896,0.5896,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-172.0623,-173.254,0.001,True,False,Mode(963497464),0.2411,5,0.5887
