time,state,controller_mode,target_z,curr_z,raw_z,height_for_safety,target_vz,curr_vz,thrust,raw_thrust,search_thrust,liftoff_thrust,hover_thrust_est,thrust_no_floor,floor_applied,a_cmd_z,v_cmd_z,z_integral,roll_cmd_deg,pitch_cmd_deg,yaw_cmd_deg,yaw_mocap_deg,mocap_age,kf_used_measurement,mavlink_sent,mav_mode,mav_heartbeat_age,mav_send_count,mav_last_thrust
0.002,THRUST_SEARCH,OPEN_LOOP,-0.0001,-8e-05,-0.0001,-8e-05,0.0,-1e-05,0.58,0.58,0.58,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8286,0.009,True,True,Mode(963497464),0.0,0,
0.01,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.0001,-0.00012,-0.0001,0.0,-7e-05,0.5802,0.5802,0.5802,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8305,0.0015,True,False,Mode(963497464),0.0105,1,0.58
0.021,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00011,-0.00013,-0.00011,0.0,-0.00016,0.5804,0.5804,0.5804,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8337,0.0056,True,False,Mode(963497464),0.0211,1,0.58
0.032,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00011,-0.00012,-0.00011,0.0,-0.00019,0.5806,0.5806,0.5806,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8325,0.0077,True,False,Mode(963497464),0.0317,1,0.58
0.042,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00011,-0.00011,-0.00011,0.0,-0.00016,0.5808,0.5808,0.5808,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8315,0.0,True,False,Mode(963497464),0.0423,1,0.58
0.053,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00012,-0.00012,-0.00012,0.0,-0.00018,0.5811,0.5811,0.5811,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8356,0.0045,True,True,Mode(963497464),0.0528,1,0.58
0.064,THRUST_SEARCH,OPEN_LOOP,-0.0001,-8e-05,2e-05,2e-05,0.0,0.00041,0.5813,0.5813,0.5813,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8325,0.007,True,False,Mode(963497464),0.0637,2,0.5811
0.075,THRUST_SEARCH,OPEN_LOOP,-0.0001,-8e-05,-0.0001,-8e-05,0.0,0.00032,0.5815,0.5815,0.5815,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8305,0.009,True,False,Mode(963497464),0.0742,2,0.5811
0.085,THRUST_SEARCH,OPEN_LOOP,-0.0001,-6e-05,-1e-05,-1e-05,0.0,0.00059,0.5817,0.5817,0.5817,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8306,0.0015,True,False,Mode(963497464),0.0847,2,0.5811
0.095,THRUST_SEARCH,OPEN_LOOP,-0.0001,-7e-05,-0.00013,-7e-05,0.0,0.00031,0.5819,0.5819,0.5819,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8317,0.0037,True,False,Mode(963497464),0.0954,2,0.5811
0.107,THRUST_SEARCH,OPEN_LOOP,-0.0001,-8e-05,-0.00011,-8e-05,0.0,0.00019,0.5821,0.5821,0.5821,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8318,0.009,True,True,Mode(963497464),0.0,2,0.5811
0.117,THRUST_SEARCH,OPEN_LOOP,-0.0001,-9e-05,-0.00011,-9e-05,0.0,9e-05,0.5823,0.5823,0.5823,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8372,0.0006,True,False,Mode(963497464),0.0105,3,0.5821
0.128,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.0001,-0.00012,-0.0001,0.0,-1e-05,0.5826,0.5826,0.5826,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8376,0.003,True,False,Mode(963497464),0.0215,3,0.5821
0.138,THRUST_SEARCH,OPEN_LOOP,-0.0001,-7e-05,2e-05,2e-05,0.0,0.00026,0.5828,0.5828,0.5828,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.833,0.0075,True,False,Mode(963497464),0.032,3,0.5821
0.149,THRUST_SEARCH,OPEN_LOOP,-0.0001,-7e-05,-9e-05,-7e-05,0.0,0.0002,0.583,0.583,0.583,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8299,0.001,True,False,Mode(963497464),0.043,3,0.5821
0.16,THRUST_SEARCH,OPEN_LOOP,-0.0001,-7e-05,-9e-05,-7e-05,0.0,0.00017,0.5832,0.5832,0.5832,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8285,0.003,True,True,Mode(963497464),0.0539,3,0.5821
0.171,THRUST_SEARCH,OPEN_LOOP,-0.0001,-8e-05,-0.00011,-8e-05,0.0,0.00011,0.5834,0.5834,0.5834,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8282,0.005,True,False,Mode(963497464),0.0649,4,0.5832
0.182,THRUST_SEARCH,OPEN_LOOP,-0.0001,-8e-05,-0.00011,-8e-05,0.0,6e-05,0.5836,0.5836,0.5836,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8296,0.001,True,False,Mode(963497464),0.0759,4,0.5832
0.193,THRUST_SEARCH,OPEN_LOOP,-0.0001,-9e-05,-0.00013,-9e-05,0.0,0.0,0.5839,0.5839,0.5839,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-168.8258,-168.8301,0.003,True,False,Mode(963497464),0.0869,4,0.5832
