time,state,controller_mode,target_z,curr_z,raw_z,height_for_safety,target_vz,curr_vz,thrust,raw_thrust,search_thrust,liftoff_thrust,hover_thrust_est,thrust_no_floor,floor_applied,a_cmd_z,v_cmd_z,z_integral,roll_cmd_deg,pitch_cmd_deg,yaw_cmd_deg,yaw_mocap_deg,mocap_age,kf_used_measurement,mavlink_sent,mav_mode,mav_heartbeat_age,mav_send_count,mav_last_thrust
0.001,THRUST_SEARCH,OPEN_LOOP,0.0001,9e-05,5e-05,9e-05,0.0,-2e-05,0.58,0.58,0.58,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.7356,0.001,True,True,Mode(963497464),0.0,0,
0.01,THRUST_SEARCH,OPEN_LOOP,0.0001,0.00012,0.00016,0.00016,0.0,7e-05,0.5802,0.5802,0.5802,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.7221,0.0075,True,False,Mode(963497464),0.0105,1,0.58
0.022,THRUST_SEARCH,OPEN_LOOP,0.0001,0.00012,0.00012,0.00012,0.0,6e-05,0.5804,0.5804,0.5804,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.7233,0.0013,True,False,Mode(963497464),0.0217,1,0.58
0.032,THRUST_SEARCH,OPEN_LOOP,0.0002,0.00019,0.00034,0.00034,0.0,0.00084,0.5806,0.5806,0.5806,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.776,0.0015,True,False,Mode(963497464),0.0322,1,0.58
0.043,THRUST_SEARCH,OPEN_LOOP,0.0001,0.00012,-6e-05,0.00012,0.0,-0.00026,0.5809,0.5809,0.5809,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.8139,0.006,True,False,Mode(963497464),0.0432,1,0.58
0.054,THRUST_SEARCH,OPEN_LOOP,-0.0,-1e-05,-0.00034,-1e-05,0.0,-0.00231,0.5811,0.5811,0.5811,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.8394,0.0075,True,True,Mode(963497464),0.0537,1,0.58
0.064,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00012,-0.00031,-0.00012,0.0,-0.00353,0.5813,0.5813,0.5813,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.8427,0.001,True,False,Mode(963497464),0.0644,2,0.5811
0.075,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00015,-0.00015,-0.00015,0.0,-0.0035,0.5815,0.5815,0.5815,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.8455,0.006,True,False,Mode(963497464),0.0754,2,0.5811
0.086,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00011,8e-05,8e-05,0.0,-0.00244,0.5817,0.5817,0.5817,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.8464,0.008,True,False,Mode(963497464),0.0864,2,0.5811
0.097,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00013,-0.0001,-0.0001,0.0,-0.00229,0.5819,0.5819,0.5819,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-109.8061,-109.8745,0.0011,True,False,Mode(963497464),0.0974,2,0.5811
