time,state,controller_mode,target_z,curr_z,raw_z,height_for_safety,target_vz,curr_vz,thrust,raw_thrust,search_thrust,liftoff_thrust,hover_thrust_est,thrust_no_floor,floor_applied,a_cmd_z,v_cmd_z,z_integral,roll_cmd_deg,pitch_cmd_deg,yaw_cmd_deg,yaw_mocap_deg,mocap_age,kf_used_measurement,mavlink_sent,mav_mode,mav_heartbeat_age,mav_send_count,mav_last_thrust
0.002,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00029,-0.00031,-0.00029,0.0,-1e-05,0.58,0.58,0.58,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7254,0.004,True,True,Mode(963497464),0.0,0,
0.012,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00015,1e-05,1e-05,0.0,0.00044,0.5805,0.5805,0.5805,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7227,0.009,True,False,Mode(963497464),0.011,1,0.58
0.022,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00024,-0.00042,-0.00024,0.0,-0.00032,0.5809,0.5809,0.5809,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7519,0.0,True,False,Mode(963497464),0.0219,1,0.58
0.033,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.0002,-0.00011,-0.00011,0.0,0.00016,0.5813,0.5813,0.5813,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7584,0.005,True,False,Mode(963497464),0.0329,1,0.58
0.044,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00024,-0.00034,-0.00024,0.0,-0.00045,0.5818,0.5818,0.5818,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.779,0.0071,True,False,Mode(963497464),0.0442,1,0.58
0.055,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00018,0.0,0.0,0.0,0.00067,0.5822,0.5822,0.5822,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8062,0.001,True,True,Mode(963497464),0.0552,1,0.58
0.066,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00021,-0.00031,-0.00021,0.0,6e-05,0.5826,0.5826,0.5826,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.833,0.006,True,False,Mode(963497464),0.0662,2,0.5822
0.077,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00025,-0.00035,-0.00025,0.0,-0.00051,0.5831,0.5831,0.5831,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8409,0.008,True,False,Mode(963497464),0.0772,2,0.5822
0.088,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00027,-0.00033,-0.00027,0.0,-0.0008,0.5835,0.5835,0.5835,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8168,0.0006,True,False,Mode(963497464),0.0878,2,0.5822
0.099,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00034,-0.00049,-0.00034,0.0,-0.00153,0.5839,0.5839,0.5839,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7889,0.003,True,False,Mode(963497464),0.0987,2,0.5822
0.109,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00029,-9e-05,-9e-05,0.0,-0.00072,0.5844,0.5844,0.5844,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7891,0.0075,True,True,Mode(963497464),0.1092,2,0.5822
0.12,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00025,-0.00011,-0.00011,0.0,-0.0002,0.5848,0.5848,0.5848,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8557,0.001,True,False,Mode(963497464),0.1202,3,0.5844
0.131,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00021,-0.0001,-0.0001,0.0,0.00019,0.5852,0.5852,0.5852,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8919,0.003,True,False,Mode(963497464),0.1307,3,0.5844
0.141,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00019,-0.0001,-0.0001,0.0,0.00042,0.5856,0.5856,0.5856,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9207,0.0045,True,False,Mode(963497464),0.1412,3,0.5844
0.152,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00016,-9e-05,-9e-05,0.0,0.00061,0.5861,0.5861,0.5861,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.938,0.007,True,False,Mode(963497464),0.1522,3,0.5844
0.164,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00014,-7e-05,-7e-05,0.0,0.00077,0.5865,0.5865,0.5865,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9721,0.003,True,True,Mode(963497464),0.1632,3,0.5844
0.174,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00014,-0.00018,-0.00014,0.0,0.00069,0.5869,0.5869,0.5869,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9693,0.0045,True,False,Mode(963497464),0.1737,4,0.5865
0.184,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00014,-0.00019,-0.00014,0.0,0.0006,0.5874,0.5874,0.5874,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9604,0.0068,True,False,Mode(963497464),0.1844,4,0.5865
0.196,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00014,-0.00016,-0.00014,0.0,0.00058,0.5878,0.5878,0.5878,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9281,0.0006,True,False,Mode(963497464),0.196,4,0.5865
0.206,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00011,-3e-05,-3e-05,0.0,0.00071,0.5883,0.5883,0.5883,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8761,0.002,True,False,Mode(963497464),0.2064,4,0.5865
0.217,THRUST_SEARCH,OPEN_LOOP,-0.0001,-6e-05,0.00015,0.00015,0.0,0.00101,0.5887,0.5887,0.5887,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.837,0.0068,True,True,Mode(963497464),0.2172,4,0.5865
0.228,THRUST_SEARCH,OPEN_LOOP,-0.0,-5e-05,-2e-05,-2e-05,0.0,0.00104,0.5891,0.5891,0.5891,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8024,0.009,True,False,Mode(963497464),0.2281,5,0.5887
0.239,THRUST_SEARCH,OPEN_LOOP,-0.0,-3e-05,1e-05,1e-05,0.0,0.00108,0.5896,0.5896,0.5896,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7528,0.002,True,False,Mode(963497464),0.2391,5,0.5887
0.25,THRUST_SEARCH,OPEN_LOOP,-0.0001,-6e-05,-0.00027,-6e-05,0.0,0.00085,0.59,0.59,0.59,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7289,0.0037,True,False,Mode(963497464),0.2498,5,0.5887
0.261,THRUST_SEARCH,OPEN_LOOP,-0.0,-5e-05,-7e-05,-5e-05,0.0,0.00083,0.5904,0.5904,0.5904,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.6965,0.0089,True,False,Mode(963497464),0.2608,5,0.5887
0.272,THRUST_SEARCH,OPEN_LOOP,-0.0001,-6e-05,-0.00018,-6e-05,0.0,0.00071,0.5909,0.5909,0.5909,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.6644,0.0014,True,True,Mode(963497464),0.2721,5,0.5887
0.283,THRUST_SEARCH,OPEN_LOOP,-0.0001,-6e-05,-0.00012,-6e-05,0.0,0.00066,0.5913,0.5913,0.5913,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7011,0.003,True,False,Mode(963497464),0.2831,6,0.5909
0.294,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.0001,-0.0004,-0.0001,0.0,0.00042,0.5918,0.5918,0.5918,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7443,0.008,True,False,Mode(963497464),0.2941,6,0.5909
0.305,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00014,-0.0004,-0.00014,0.0,0.00021,0.5922,0.5922,0.5922,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.7898,0.0009,True,False,Mode(963497464),0.305,6,0.5909
0.316,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00016,-0.0003,-0.00016,0.0,0.0001,0.5926,0.5926,0.5926,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8102,0.003,True,False,Mode(963497464),0.316,6,0.5909
0.327,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00016,-0.00017,-0.00016,0.0,0.0001,0.5931,0.5931,0.5931,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8301,0.008,True,True,Mode(963497464),0.327,6,0.5909
0.338,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00016,-0.0002,-0.00016,0.0,7e-05,0.5935,0.5935,0.5935,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.838,0.001,True,False,Mode(963497464),0.338,7,0.5931
0.349,THRUST_SEARCH,OPEN_LOOP,-0.0001,-0.00015,-7e-05,-7e-05,0.0,0.00012,0.594,0.594,0.594,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8458,0.003,True,False,Mode(963497464),0.349,7,0.5931
0.359,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00019,-0.00049,-0.00019,0.0,-6e-05,0.5944,0.5944,0.5944,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8592,0.0075,True,False,Mode(963497464),0.3595,7,0.5931
0.37,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.0002,-0.00028,-0.0002,0.0,-0.00011,0.5948,0.5948,0.5948,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.8927,0.001,True,False,Mode(963497464),0.3705,7,0.5931
0.382,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00021,-0.00027,-0.00021,0.0,-0.00015,0.5953,0.5953,0.5953,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9072,0.0031,True,True,Mode(963497464),0.0,7,0.5931
0.392,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00022,-0.00025,-0.00022,0.0,-0.00017,0.5957,0.5957,0.5957,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9298,0.005,True,False,Mode(963497464),0.0109,8,0.5953
0.404,THRUST_SEARCH,OPEN_LOOP,-0.0002,-0.00022,-0.00026,-0.00022,0.0,-0.00019,0.5961,0.5961,0.5961,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9557,0.001,True,False,Mode(963497464),0.0221,8,0.5953
0.415,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00026,-0.00055,-0.00026,0.0,-0.00034,0.5966,0.5966,0.5966,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9529,0.003,True,False,Mode(963497464),0.0331,8,0.5953
0.425,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00028,-0.00045,-0.00028,0.0,-0.00042,0.597,0.597,0.597,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9513,0.0045,True,False,Mode(963497464),0.0435,8,0.5953
0.436,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.0003,-0.00042,-0.0003,0.0,-0.00048,0.5974,0.5974,0.5974,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9543,0.001,True,True,Mode(963497464),0.0545,8,0.5953
0.447,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00032,-0.00042,-0.00032,0.0,-0.00053,0.5979,0.5979,0.5979,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9543,0.012,True,False,Mode(963497464),0.0654,9,0.5974
0.458,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00033,-0.00037,-0.00033,0.0,-0.00055,0.5983,0.5983,0.5983,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9271,0.0051,True,False,Mode(963497464),0.0765,9,0.5974
0.469,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00032,-0.00024,-0.00024,0.0,-0.00051,0.5987,0.5987,0.5987,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9352,0.007,True,False,Mode(963497464),0.087,9,0.5974
0.481,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00034,-0.00038,-0.00034,0.0,-0.00053,0.5992,0.5992,0.5992,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9433,0.01,True,False,Mode(963497464),0.0983,9,0.5974
0.49,THRUST_SEARCH,OPEN_LOOP,-0.0003,-0.00033,-0.00022,-0.00022,0.0,-0.00048,0.5996,0.5996,0.5996,,0.67,,False,0.0,0.0,0.0,0.0,0.0,-177.9047,-177.9082,0.0045,True,True,Mode(963497464),0.1088,9,0.5974
